Date,Year,Month,Geopolitical_Zone,State,Rainfall_mm,Rainy_Days,Max_Daily_Rainfall_mm,Rainfall_Intensity,Drought_Index,Flood_Risk_Index
1995-11-01,1995,11,North-East,Taraba,14.1,3,6.1,4.7,0.0,0.68
1995-12-01,1995,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1996-01-01,1996,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1996-02-01,1996,2,North-East,Taraba,1.4,0,0.5,1.4,0.0,0.711
1996-03-01,1996,3,North-East,Taraba,29.9,6,13.2,4.98,0.0,1.0
1996-04-01,1996,4,North-East,Taraba,63.0,13,23.7,4.85,0.1,0.338
1996-05-01,1996,5,North-East,Taraba,147.2,29,69.7,5.08,0.0,0.588
1996-06-01,1996,6,North-East,Taraba,173.8,30,61.4,5.79,0.0,0.413
1996-07-01,1996,7,North-East,Taraba,155.4,30,74.3,5.18,0.092,0.434
1996-08-01,1996,8,North-East,Taraba,254.6,30,102.9,8.49,0.0,0.529
1996-09-01,1996,9,North-East,Taraba,222.1,30,70.7,7.4,0.0,0.402
1996-10-01,1996,10,North-East,Taraba,142.3,28,50.9,5.08,0.0,0.548
1996-11-01,1996,11,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1996-12-01,1996,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1997-01-01,1997,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1997-02-01,1997,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1997-03-01,1997,3,North-East,Taraba,26.5,5,11.2,5.3,0.0,1.0
1997-04-01,1997,4,North-East,Taraba,93.7,19,31.9,4.93,0.0,0.456
1997-05-01,1997,5,North-East,Taraba,180.6,30,90.3,6.02,0.0,0.762
1997-06-01,1997,6,North-East,Taraba,224.9,30,87.8,7.5,0.0,0.591
1997-07-01,1997,7,North-East,Taraba,195.5,30,84.5,6.52,0.0,0.494
1997-08-01,1997,8,North-East,Taraba,165.8,30,54.8,5.53,0.147,0.282
1997-09-01,1997,9,North-East,Taraba,142.1,28,45.9,5.08,0.192,0.261
1997-10-01,1997,10,North-East,Taraba,105.6,21,50.5,5.03,0.0,0.543
1997-11-01,1997,11,North-East,Taraba,11.2,2,4.9,5.6,0.0,0.546
1997-12-01,1997,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1998-01-01,1998,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1998-02-01,1998,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1998-03-01,1998,3,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1998-04-01,1998,4,North-East,Taraba,87.4,17,27.8,5.14,0.0,0.397
1998-05-01,1998,5,North-East,Taraba,173.0,30,68.7,5.77,0.0,0.58
1998-06-01,1998,6,North-East,Taraba,157.9,30,59.1,5.26,0.0,0.398
1998-07-01,1998,7,North-East,Taraba,176.2,30,79.7,5.87,0.0,0.466
1998-08-01,1998,8,North-East,Taraba,191.7,30,82.2,6.39,0.014,0.423
1998-09-01,1998,9,North-East,Taraba,258.3,30,111.8,8.61,0.0,0.636
1998-10-01,1998,10,North-East,Taraba,37.6,8,18.6,4.7,0.595,0.2
1998-11-01,1998,11,North-East,Taraba,1.9,0,0.6,1.9,0.788,0.067
1998-12-01,1998,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1999-01-01,1999,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
1999-02-01,1999,2,North-East,Taraba,0.3,0,0.1,0.3,0.573,0.142
1999-03-01,1999,3,North-East,Taraba,5.8,1,2.3,5.8,0.242,0.301
1999-04-01,1999,4,North-East,Taraba,32.8,7,14.3,4.69,0.532,0.204
1999-05-01,1999,5,North-East,Taraba,61.9,12,23.9,5.16,0.478,0.202
1999-06-01,1999,6,North-East,Taraba,62.3,12,22.5,5.19,0.581,0.151
1999-07-01,1999,7,North-East,Taraba,128.9,26,63.7,4.96,0.247,0.372
1999-08-01,1999,8,North-East,Taraba,127.5,26,40.0,4.9,0.344,0.206
1999-09-01,1999,9,North-East,Taraba,148.6,30,59.5,4.95,0.155,0.338
1999-10-01,1999,10,North-East,Taraba,106.1,21,36.1,5.05,0.0,0.388
1999-11-01,1999,11,North-East,Taraba,0.5,0,0.2,0.5,0.944,0.022
1999-12-01,1999,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2000-01-01,2000,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2000-02-01,2000,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2000-03-01,2000,3,North-East,Taraba,0.6,0,0.3,0.6,0.922,0.039
2000-04-01,2000,4,North-East,Taraba,53.2,11,26.0,4.84,0.24,0.371
2000-05-01,2000,5,North-East,Taraba,115.8,23,46.9,5.03,0.023,0.396
2000-06-01,2000,6,North-East,Taraba,346.1,30,168.3,11.54,0.0,1.0
2000-07-01,2000,7,North-East,Taraba,316.1,30,150.3,10.54,0.0,0.879
2000-08-01,2000,8,North-East,Taraba,178.2,30,86.7,5.94,0.083,0.446
2000-09-01,2000,9,North-East,Taraba,202.0,30,76.0,6.73,0.0,0.432
2000-10-01,2000,10,North-East,Taraba,133.2,27,55.0,4.93,0.0,0.592
2000-11-01,2000,11,North-East,Taraba,5.8,1,1.9,5.8,0.353,0.212
2000-12-01,2000,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2001-01-01,2001,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2001-02-01,2001,2,North-East,Taraba,0.4,0,0.1,0.4,0.431,0.142
2001-03-01,2001,3,North-East,Taraba,1.6,0,0.6,1.6,0.791,0.078
2001-04-01,2001,4,North-East,Taraba,93.0,19,30.6,4.89,0.0,0.437
2001-05-01,2001,5,North-East,Taraba,120.3,24,46.3,5.01,0.0,0.391
2001-06-01,2001,6,North-East,Taraba,172.5,30,80.6,5.75,0.0,0.543
2001-07-01,2001,7,North-East,Taraba,162.4,30,66.0,5.41,0.051,0.386
2001-08-01,2001,8,North-East,Taraba,144.1,29,64.9,4.97,0.259,0.334
2001-09-01,2001,9,North-East,Taraba,178.0,30,82.8,5.93,0.0,0.471
2001-10-01,2001,10,North-East,Taraba,66.0,13,22.4,5.08,0.29,0.241
2001-11-01,2001,11,North-East,Taraba,2.8,1,1.2,2.8,0.688,0.134
2001-12-01,2001,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2002-01-01,2002,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2002-02-01,2002,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2002-03-01,2002,3,North-East,Taraba,9.7,2,3.2,4.85,0.0,0.418
2002-04-01,2002,4,North-East,Taraba,123.4,25,48.0,4.94,0.0,0.685
2002-05-01,2002,5,North-East,Taraba,116.8,23,57.6,5.08,0.014,0.486
2002-06-01,2002,6,North-East,Taraba,68.4,14,33.8,4.89,0.539,0.228
2002-07-01,2002,7,North-East,Taraba,160.2,30,67.1,5.34,0.064,0.392
2002-08-01,2002,8,North-East,Taraba,173.3,30,61.0,5.78,0.108,0.314
2002-09-01,2002,9,North-East,Taraba,146.4,29,58.7,5.05,0.167,0.334
2002-10-01,2002,10,North-East,Taraba,55.5,11,20.0,5.05,0.403,0.215
2002-11-01,2002,11,North-East,Taraba,0.8,0,0.4,0.8,0.911,0.045
2002-12-01,2002,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2003-01-01,2003,1,North-East,Taraba,0.4,0,0.1,0.4,0.0,0.68
2003-02-01,2003,2,North-East,Taraba,4.7,1,2.0,4.7,0.0,1.0
2003-03-01,2003,3,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2003-04-01,2003,4,North-East,Taraba,90.3,18,35.5,5.02,0.0,0.507
2003-05-01,2003,5,North-East,Taraba,50.6,10,19.0,5.06,0.573,0.16
2003-06-01,2003,6,North-East,Taraba,92.2,18,39.6,5.12,0.379,0.267
2003-07-01,2003,7,North-East,Taraba,115.6,23,54.5,5.03,0.324,0.319
2003-08-01,2003,8,North-East,Taraba,142.8,29,61.6,4.92,0.265,0.317
2003-09-01,2003,9,North-East,Taraba,167.5,30,62.7,5.58,0.047,0.357
2003-10-01,2003,10,North-East,Taraba,74.6,15,34.7,4.97,0.197,0.373
2003-11-01,2003,11,North-East,Taraba,2.8,1,1.1,2.8,0.688,0.123
2003-12-01,2003,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2004-01-01,2004,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2004-02-01,2004,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2004-03-01,2004,3,North-East,Taraba,2.9,1,1.4,2.9,0.621,0.183
2004-04-01,2004,4,North-East,Taraba,97.9,20,44.0,4.9,0.0,0.628
2004-05-01,2004,5,North-East,Taraba,135.4,27,59.5,5.01,0.0,0.502
2004-06-01,2004,6,North-East,Taraba,83.7,17,40.0,4.92,0.436,0.269
2004-07-01,2004,7,North-East,Taraba,111.3,22,54.3,5.06,0.349,0.317
2004-08-01,2004,8,North-East,Taraba,73.5,15,24.0,4.9,0.622,0.123
2004-09-01,2004,9,North-East,Taraba,90.0,18,29.7,5.0,0.488,0.169
2004-10-01,2004,10,North-East,Taraba,26.7,5,12.7,5.34,0.713,0.137
2004-11-01,2004,11,North-East,Taraba,2.5,0,1.1,2.5,0.721,0.123
2004-12-01,2004,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2005-01-01,2005,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2005-02-01,2005,2,North-East,Taraba,0.3,0,0.1,0.3,0.573,0.142
2005-03-01,2005,3,North-East,Taraba,8.9,2,3.8,4.45,0.0,0.497
2005-04-01,2005,4,North-East,Taraba,44.0,9,14.1,4.89,0.372,0.201
2005-05-01,2005,5,North-East,Taraba,81.7,16,34.6,5.11,0.311,0.292
2005-06-01,2005,6,North-East,Taraba,162.5,30,61.9,5.42,0.0,0.417
2005-07-01,2005,7,North-East,Taraba,102.8,21,43.7,4.9,0.399,0.255
2005-08-01,2005,8,North-East,Taraba,161.8,30,65.4,5.39,0.167,0.337
2005-09-01,2005,9,North-East,Taraba,212.1,30,73.4,7.07,0.0,0.417
2005-10-01,2005,10,North-East,Taraba,65.5,13,25.2,5.04,0.295,0.271
2005-11-01,2005,11,North-East,Taraba,4.4,1,1.9,4.4,0.51,0.212
2005-12-01,2005,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2006-01-01,2006,1,North-East,Taraba,0.4,0,0.1,0.4,0.0,0.68
2006-02-01,2006,2,North-East,Taraba,1.9,0,0.8,1.9,0.0,1.0
2006-03-01,2006,3,North-East,Taraba,3.6,1,1.4,3.6,0.529,0.183
2006-04-01,2006,4,North-East,Taraba,18.7,4,9.3,4.68,0.733,0.133
2006-05-01,2006,5,North-East,Taraba,106.7,21,35.9,5.08,0.1,0.303
2006-06-01,2006,6,North-East,Taraba,61.2,12,21.6,5.1,0.588,0.145
2006-07-01,2006,7,North-East,Taraba,105.7,21,33.8,5.03,0.382,0.198
2006-08-01,2006,8,North-East,Taraba,314.3,30,104.0,10.48,0.0,0.535
2006-09-01,2006,9,North-East,Taraba,177.5,30,75.6,5.92,0.0,0.43
2006-10-01,2006,10,North-East,Taraba,61.1,12,26.0,5.09,0.343,0.28
2006-11-01,2006,11,North-East,Taraba,0.4,0,0.2,0.4,0.955,0.022
2006-12-01,2006,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2007-01-01,2007,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2007-02-01,2007,2,North-East,Taraba,2.2,0,0.8,2.2,0.0,1.0
2007-03-01,2007,3,North-East,Taraba,3.0,1,1.5,3.0,0.608,0.196
2007-04-01,2007,4,North-East,Taraba,38.5,8,16.6,4.81,0.45,0.237
2007-05-01,2007,5,North-East,Taraba,108.1,22,53.7,4.91,0.088,0.453
2007-06-01,2007,6,North-East,Taraba,179.0,30,83.6,5.97,0.0,0.563
2007-07-01,2007,7,North-East,Taraba,154.0,30,75.6,5.13,0.1,0.442
2007-08-01,2007,8,North-East,Taraba,240.7,30,102.4,8.02,0.0,0.527
2007-09-01,2007,9,North-East,Taraba,200.0,30,72.0,6.67,0.0,0.41
2007-10-01,2007,10,North-East,Taraba,137.9,28,41.5,4.92,0.0,0.447
2007-11-01,2007,11,North-East,Taraba,10.8,2,3.7,5.4,0.0,0.412
2007-12-01,2007,12,North-East,Taraba,0.3,0,0.1,0.3,0.706,0.098
2008-01-01,2008,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2008-02-01,2008,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2008-03-01,2008,3,North-East,Taraba,2.8,1,1.1,2.8,0.634,0.144
2008-04-01,2008,4,North-East,Taraba,70.6,14,24.2,5.04,0.0,0.346
2008-05-01,2008,5,North-East,Taraba,114.5,23,35.6,4.98,0.034,0.3
2008-06-01,2008,6,North-East,Taraba,174.0,30,81.1,5.8,0.0,0.546
2008-07-01,2008,7,North-East,Taraba,171.0,30,62.2,5.7,0.0,0.364
2008-08-01,2008,8,North-East,Taraba,262.5,30,91.8,8.75,0.0,0.472
2008-09-01,2008,9,North-East,Taraba,185.2,30,86.0,6.17,0.0,0.489
2008-10-01,2008,10,North-East,Taraba,78.6,16,23.8,4.91,0.154,0.256
2008-11-01,2008,11,North-East,Taraba,0.3,0,0.1,0.3,0.967,0.011
2008-12-01,2008,12,North-East,Taraba,6.8,1,2.5,6.8,0.0,1.0
2009-01-01,2009,1,North-East,Taraba,1.1,0,0.5,1.1,0.0,1.0
2009-02-01,2009,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2009-03-01,2009,3,North-East,Taraba,6.9,1,2.3,6.9,0.098,0.301
2009-04-01,2009,4,North-East,Taraba,104.3,21,38.6,4.97,0.0,0.551
2009-05-01,2009,5,North-East,Taraba,116.6,23,43.4,5.07,0.016,0.366
2009-06-01,2009,6,North-East,Taraba,147.2,29,67.4,5.08,0.009,0.454
2009-07-01,2009,7,North-East,Taraba,171.3,30,76.7,5.71,0.0,0.448
2009-08-01,2009,8,North-East,Taraba,262.4,30,116.6,8.75,0.0,0.6
2009-09-01,2009,9,North-East,Taraba,155.7,30,76.9,5.19,0.114,0.437
2009-10-01,2009,10,North-East,Taraba,144.3,29,53.0,4.98,0.0,0.57
2009-11-01,2009,11,North-East,Taraba,13.8,3,5.6,4.6,0.0,0.624
2009-12-01,2009,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2010-01-01,2010,1,North-East,Taraba,0.6,0,0.3,0.6,0.0,1.0
2010-02-01,2010,2,North-East,Taraba,0.3,0,0.1,0.3,0.573,0.142
2010-03-01,2010,3,North-East,Taraba,9.3,2,3.5,4.65,0.0,0.458
2010-04-01,2010,4,North-East,Taraba,64.4,13,23.9,4.95,0.08,0.341
2010-05-01,2010,5,North-East,Taraba,142.2,28,44.6,5.08,0.0,0.376
2010-06-01,2010,6,North-East,Taraba,167.2,30,73.0,5.57,0.0,0.492
2010-07-01,2010,7,North-East,Taraba,181.0,30,58.6,6.03,0.0,0.343
2010-08-01,2010,8,North-East,Taraba,248.9,30,119.8,8.3,0.0,0.616
2010-09-01,2010,9,North-East,Taraba,149.9,30,73.9,5.0,0.147,0.42
2010-10-01,2010,10,North-East,Taraba,90.8,18,37.6,5.04,0.023,0.405
2010-11-01,2010,11,North-East,Taraba,6.2,1,2.9,6.2,0.309,0.323
2010-12-01,2010,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2011-01-01,2011,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2011-02-01,2011,2,North-East,Taraba,2.0,0,1.0,2.0,0.0,1.0
2011-03-01,2011,3,North-East,Taraba,1.4,0,0.7,1.4,0.817,0.092
2011-04-01,2011,4,North-East,Taraba,31.6,6,11.4,5.27,0.549,0.163
2011-05-01,2011,5,North-East,Taraba,110.8,22,33.7,5.04,0.065,0.284
2011-06-01,2011,6,North-East,Taraba,85.9,17,39.5,5.05,0.422,0.266
2011-07-01,2011,7,North-East,Taraba,82.0,16,37.9,5.12,0.521,0.222
2011-08-01,2011,8,North-East,Taraba,226.3,30,78.0,7.54,0.0,0.401
2011-09-01,2011,9,North-East,Taraba,171.0,30,66.7,5.7,0.027,0.379
2011-10-01,2011,10,North-East,Taraba,127.8,26,51.8,4.92,0.0,0.557
2011-11-01,2011,11,North-East,Taraba,0.5,0,0.2,0.5,0.944,0.022
2011-12-01,2011,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2012-01-01,2012,1,North-East,Taraba,0.1,0,0.0,0.1,0.32,0.0
2012-02-01,2012,2,North-East,Taraba,2.4,0,1.0,2.4,0.0,1.0
2012-03-01,2012,3,North-East,Taraba,1.5,0,0.7,1.5,0.804,0.092
2012-04-01,2012,4,North-East,Taraba,59.6,12,18.6,4.97,0.149,0.266
2012-05-01,2012,5,North-East,Taraba,122.6,25,48.4,4.9,0.0,0.408
2012-06-01,2012,6,North-East,Taraba,171.0,30,79.5,5.7,0.0,0.535
2012-07-01,2012,7,North-East,Taraba,182.6,30,74.4,6.09,0.0,0.435
2012-08-01,2012,8,North-East,Taraba,285.3,30,120.7,9.51,0.0,0.621
2012-09-01,2012,9,North-East,Taraba,242.4,30,102.0,8.08,0.0,0.58
2012-10-01,2012,10,North-East,Taraba,149.0,30,63.1,4.97,0.0,0.679
2012-11-01,2012,11,North-East,Taraba,13.1,3,5.2,4.37,0.0,0.58
2012-12-01,2012,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2013-01-01,2013,1,North-East,Taraba,0.8,0,0.4,0.8,0.0,1.0
2013-02-01,2013,2,North-East,Taraba,0.3,0,0.1,0.3,0.573,0.142
2013-03-01,2013,3,North-East,Taraba,14.0,3,6.3,4.67,0.0,0.824
2013-04-01,2013,4,North-East,Taraba,54.5,11,20.8,4.95,0.222,0.297
2013-05-01,2013,5,North-East,Taraba,101.5,20,49.6,5.08,0.144,0.419
2013-06-01,2013,6,North-East,Taraba,92.8,19,39.4,4.88,0.375,0.265
2013-07-01,2013,7,North-East,Taraba,160.5,30,55.3,5.35,0.062,0.323
2013-08-01,2013,8,North-East,Taraba,159.8,30,68.3,5.33,0.178,0.351
2013-09-01,2013,9,North-East,Taraba,151.2,30,58.2,5.04,0.14,0.331
2013-10-01,2013,10,North-East,Taraba,93.1,19,35.5,4.9,0.0,0.382
2013-11-01,2013,11,North-East,Taraba,3.5,1,1.6,3.5,0.61,0.178
2013-12-01,2013,12,North-East,Taraba,1.9,0,0.9,1.9,0.0,0.882
2014-01-01,2014,1,North-East,Taraba,0.6,0,0.3,0.6,0.0,1.0
2014-02-01,2014,2,North-East,Taraba,0.6,0,0.2,0.6,0.146,0.285
2014-03-01,2014,3,North-East,Taraba,10.3,2,4.0,5.15,0.0,0.523
2014-04-01,2014,4,North-East,Taraba,102.4,20,37.7,5.12,0.0,0.538
2014-05-01,2014,5,North-East,Taraba,124.9,25,61.2,5.0,0.0,0.516
2014-06-01,2014,6,North-East,Taraba,159.5,30,72.7,5.32,0.0,0.49
2014-07-01,2014,7,North-East,Taraba,115.1,23,46.0,5.0,0.327,0.269
2014-08-01,2014,8,North-East,Taraba,217.4,30,101.7,7.25,0.0,0.523
2014-09-01,2014,9,North-East,Taraba,155.5,30,47.4,5.18,0.116,0.27
2014-10-01,2014,10,North-East,Taraba,59.5,12,24.2,4.96,0.36,0.26
2014-11-01,2014,11,North-East,Taraba,2.6,1,1.1,2.6,0.71,0.123
2014-12-01,2014,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2015-01-01,2015,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2015-02-01,2015,2,North-East,Taraba,0.8,0,0.3,0.8,0.0,0.427
2015-03-01,2015,3,North-East,Taraba,2.5,0,1.1,2.5,0.673,0.144
2015-04-01,2015,4,North-East,Taraba,23.3,5,9.5,4.66,0.667,0.136
2015-05-01,2015,5,North-East,Taraba,64.1,13,31.5,4.93,0.459,0.266
2015-06-01,2015,6,North-East,Taraba,114.1,23,46.5,4.96,0.232,0.313
2015-07-01,2015,7,North-East,Taraba,167.0,30,81.6,5.57,0.024,0.477
2015-08-01,2015,8,North-East,Taraba,210.2,30,93.6,7.01,0.0,0.482
2015-09-01,2015,9,North-East,Taraba,181.5,30,74.1,6.05,0.0,0.421
2015-10-01,2015,10,North-East,Taraba,97.6,20,33.8,4.88,0.0,0.364
2015-11-01,2015,11,North-East,Taraba,9.8,2,3.8,4.9,0.0,0.424
2015-12-01,2015,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2016-01-01,2016,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2016-02-01,2016,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2016-03-01,2016,3,North-East,Taraba,16.6,3,6.3,5.53,0.0,0.824
2016-04-01,2016,4,North-East,Taraba,99.9,20,38.9,5.0,0.0,0.556
2016-05-01,2016,5,North-East,Taraba,152.1,30,52.2,5.07,0.0,0.44
2016-06-01,2016,6,North-East,Taraba,154.5,30,74.1,5.15,0.0,0.499
2016-07-01,2016,7,North-East,Taraba,197.3,30,62.4,6.58,0.0,0.365
2016-08-01,2016,8,North-East,Taraba,199.7,30,84.3,6.66,0.0,0.434
2016-09-01,2016,9,North-East,Taraba,254.9,30,106.1,8.5,0.0,0.603
2016-10-01,2016,10,North-East,Taraba,93.6,19,38.8,4.93,0.0,0.418
2016-11-01,2016,11,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2016-12-01,2016,12,North-East,Taraba,0.1,0,0.0,0.1,0.902,0.0
2017-01-01,2017,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2017-02-01,2017,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2017-03-01,2017,3,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2017-04-01,2017,4,North-East,Taraba,47.5,10,17.3,4.75,0.322,0.247
2017-05-01,2017,5,North-East,Taraba,143.9,29,50.6,4.96,0.0,0.427
2017-06-01,2017,6,North-East,Taraba,103.8,21,42.9,4.94,0.301,0.289
2017-07-01,2017,7,North-East,Taraba,201.8,30,99.9,6.73,0.0,0.584
2017-08-01,2017,8,North-East,Taraba,182.4,30,55.7,6.08,0.061,0.287
2017-09-01,2017,9,North-East,Taraba,122.7,25,37.3,4.91,0.302,0.212
2017-10-01,2017,10,North-East,Taraba,62.1,12,27.1,5.18,0.332,0.292
2017-11-01,2017,11,North-East,Taraba,0.2,0,0.1,0.2,0.978,0.011
2017-12-01,2017,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2018-01-01,2018,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2018-02-01,2018,2,North-East,Taraba,3.8,1,1.8,3.8,0.0,1.0
2018-03-01,2018,3,North-East,Taraba,0.3,0,0.1,0.3,0.961,0.013
2018-04-01,2018,4,North-East,Taraba,29.1,6,9.6,4.85,0.584,0.137
2018-05-01,2018,5,North-East,Taraba,107.0,21,51.9,5.1,0.097,0.438
2018-06-01,2018,6,North-East,Taraba,149.5,30,71.8,4.98,0.0,0.483
2018-07-01,2018,7,North-East,Taraba,193.5,30,81.1,6.45,0.0,0.474
2018-08-01,2018,8,North-East,Taraba,127.1,25,38.4,5.08,0.346,0.198
2018-09-01,2018,9,North-East,Taraba,166.5,30,72.2,5.55,0.053,0.411
2018-10-01,2018,10,North-East,Taraba,69.9,14,21.7,4.99,0.248,0.234
2018-11-01,2018,11,North-East,Taraba,6.2,1,3.0,6.2,0.309,0.334
2018-12-01,2018,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2019-01-01,2019,1,North-East,Taraba,0.4,0,0.1,0.4,0.0,0.68
2019-02-01,2019,2,North-East,Taraba,0.1,0,0.0,0.1,0.858,0.0
2019-03-01,2019,3,North-East,Taraba,0.1,0,0.0,0.1,0.987,0.0
2019-04-01,2019,4,North-East,Taraba,39.8,8,13.6,4.97,0.432,0.194
2019-05-01,2019,5,North-East,Taraba,64.0,13,27.1,4.92,0.46,0.229
2019-06-01,2019,6,North-East,Taraba,145.7,29,66.2,5.02,0.019,0.446
2019-07-01,2019,7,North-East,Taraba,181.3,30,86.2,6.04,0.0,0.504
2019-08-01,2019,8,North-East,Taraba,200.8,30,70.6,6.69,0.0,0.363
2019-09-01,2019,9,North-East,Taraba,148.8,30,68.9,4.96,0.154,0.392
2019-10-01,2019,10,North-East,Taraba,196.0,30,77.7,6.53,0.0,0.836
2019-11-01,2019,11,North-East,Taraba,6.0,1,1.9,6.0,0.331,0.212
2019-12-01,2019,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2020-01-01,2020,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2020-02-01,2020,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2020-03-01,2020,3,North-East,Taraba,19.1,4,7.3,4.78,0.0,0.955
2020-04-01,2020,4,North-East,Taraba,80.4,16,31.2,5.03,0.0,0.446
2020-05-01,2020,5,North-East,Taraba,126.2,25,53.1,5.05,0.0,0.448
2020-06-01,2020,6,North-East,Taraba,165.0,30,68.6,5.5,0.0,0.462
2020-07-01,2020,7,North-East,Taraba,180.6,30,73.5,6.02,0.0,0.43
2020-08-01,2020,8,North-East,Taraba,153.5,30,57.2,5.12,0.21,0.294
2020-09-01,2020,9,North-East,Taraba,213.4,30,85.2,7.11,0.0,0.485
2020-10-01,2020,10,North-East,Taraba,47.0,9,17.5,5.22,0.494,0.188
2020-11-01,2020,11,North-East,Taraba,90.4,18,37.4,5.02,0.0,1.0
2020-12-01,2020,12,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2021-01-01,2021,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2021-02-01,2021,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2021-03-01,2021,3,North-East,Taraba,10.7,2,3.2,5.35,0.0,0.418
2021-04-01,2021,4,North-East,Taraba,20.7,4,7.2,5.18,0.704,0.103
2021-05-01,2021,5,North-East,Taraba,112.6,23,43.1,4.9,0.05,0.364
2021-06-01,2021,6,North-East,Taraba,201.3,30,73.5,6.71,0.0,0.495
2021-07-01,2021,7,North-East,Taraba,214.7,30,85.6,7.16,0.0,0.5
2021-08-01,2021,8,North-East,Taraba,139.4,28,44.2,4.98,0.283,0.227
2021-09-01,2021,9,North-East,Taraba,195.0,30,95.9,6.5,0.0,0.545
2021-10-01,2021,10,North-East,Taraba,55.8,11,26.7,5.07,0.4,0.287
2021-11-01,2021,11,North-East,Taraba,29.8,6,13.2,4.97,0.0,1.0
2021-12-01,2021,12,North-East,Taraba,15.6,3,6.8,5.2,0.0,1.0
2022-01-01,2022,1,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2022-02-01,2022,2,North-East,Taraba,0.0,0,0.0,0.0,1.0,0.0
2022-03-01,2022,3,North-East,Taraba,3.0,1,1.4,3.0,0.608,0.183
2022-04-01,2022,4,North-East,Taraba,146.3,29,47.9,5.04,0.0,0.684
2022-05-01,2022,5,North-East,Taraba,233.7,30,111.6,7.79,0.0,0.942
2022-06-01,2022,6,North-East,Taraba,160.9,30,70.3,5.36,0.0,0.473
2022-07-01,2022,7,North-East,Taraba,272.8,30,112.9,9.09,0.0,0.66
2022-08-01,2022,8,North-East,Taraba,211.7,30,64.8,7.06,0.0,0.333
2022-09-01,2022,9,North-East,Taraba,124.1,25,51.0,4.96,0.294,0.29
