Year,Month,Geopolitical_Zone,State,CO2_ppm,Source,CO2_Growth_Rate_ppm_per_year
2019,6,North-West,Kano,371.42,interpolated,
2019,7,North-West,Kano,371.42,interpolated,
2019,8,North-West,Kano,371.42,interpolated,
2019,9,North-West,Kano,371.42,interpolated,
2019,10,North-West,Kano,371.42,interpolated,
2019,11,North-West,Kano,371.42,interpolated,
2019,12,North-West,Kano,371.42,interpolated,
2020,1,North-West,Kano,371.42,interpolated,
2020,2,North-West,Kano,371.42,interpolated,
2020,3,North-West,Kano,371.42,interpolated,
2020,4,North-West,Kano,371.42,interpolated,
2020,5,North-West,Kano,371.42,interpolated,
2020,6,North-West,Kano,371.42,interpolated,
2020,7,North-West,Kano,371.42,interpolated,
2020,8,North-West,Kano,371.42,interpolated,
2020,9,North-West,Kano,371.42,interpolated,
2020,10,North-West,Kano,371.42,interpolated,
2020,11,North-West,Kano,371.42,interpolated,
2020,12,North-West,Kano,371.42,interpolated,
2021,1,North-West,Kano,371.42,interpolated,
2021,2,North-West,Kano,371.42,interpolated,
2021,3,North-West,Kano,371.42,interpolated,
2021,4,North-West,Kano,371.42,interpolated,
2021,5,North-West,Kano,371.42,interpolated,
2021,6,North-West,Kano,371.42,interpolated,
2021,7,North-West,Kano,371.42,interpolated,
2021,8,North-West,Kano,371.42,interpolated,
2021,9,North-West,Kano,371.42,interpolated,
2021,10,North-West,Kano,371.42,interpolated,
2021,11,North-West,Kano,371.42,interpolated,
2021,12,North-West,Kano,371.42,interpolated,
2022,1,North-West,Kano,371.42,interpolated,
2022,2,North-West,Kano,371.42,interpolated,
2022,3,North-West,Kano,371.42,interpolated,
2022,4,North-West,Kano,371.42,interpolated,
2022,5,North-West,Kano,371.42,interpolated,
2022,6,North-West,Kano,371.42,interpolated,
2022,7,North-West,Kano,371.42,interpolated,
2022,8,North-West,Kano,371.42,interpolated,
2022,9,North-West,Kano,371.42,interpolated,
2022,10,North-West,Kano,371.42,interpolated,
2022,11,North-West,Kano,371.42,interpolated,
2022,12,North-West,Kano,371.42,interpolated,
2023,1,North-West,Kano,371.42,interpolated,
2023,2,North-West,Kano,371.42,interpolated,
2023,3,North-West,Kano,371.42,interpolated,
2023,4,North-West,Kano,371.42,interpolated,
2023,5,North-West,Kano,371.42,interpolated,
2023,6,North-West,Kano,371.42,interpolated,
2023,7,North-West,Kano,371.42,interpolated,
2023,8,North-West,Kano,371.42,interpolated,
2023,9,North-West,Kano,371.42,interpolated,
2023,10,North-West,Kano,371.42,interpolated,
2023,11,North-West,Kano,371.42,interpolated,
2023,12,North-West,Kano,371.42,interpolated,
2000,1,North-West,Katsina,369.45,NOAA-Mauna-Loa,
2000,2,North-West,Katsina,369.71,NOAA-Mauna-Loa,
2000,3,North-West,Katsina,370.75,NOAA-Mauna-Loa,
2000,4,North-West,Katsina,371.98,NOAA-Mauna-Loa,
2000,5,North-West,Katsina,371.74,NOAA-Mauna-Loa,
2000,6,North-West,Katsina,371.87,NOAA-Mauna-Loa,
2000,7,North-West,Katsina,370.02,NOAA-Mauna-Loa,
2000,8,North-West,Katsina,368.27,NOAA-Mauna-Loa,
2000,9,North-West,Katsina,367.15,NOAA-Mauna-Loa,
2000,10,North-West,Katsina,367.18,NOAA-Mauna-Loa,
2000,11,North-West,Katsina,368.53,NOAA-Mauna-Loa,
2000,12,North-West,Katsina,369.83,NOAA-Mauna-Loa,
2001,1,North-West,Katsina,370.76,NOAA-Mauna-Loa,
2001,2,North-West,Katsina,371.69,NOAA-Mauna-Loa,
2001,3,North-West,Katsina,372.63,NOAA-Mauna-Loa,
2001,4,North-West,Katsina,373.55,NOAA-Mauna-Loa,
2001,5,North-West,Katsina,374.03,NOAA-Mauna-Loa,
2001,6,North-West,Katsina,373.4,NOAA-Mauna-Loa,
2001,7,North-West,Katsina,371.68,NOAA-Mauna-Loa,
2001,8,North-West,Katsina,369.78,NOAA-Mauna-Loa,
2001,9,North-West,Katsina,368.34,NOAA-Mauna-Loa,
2001,10,North-West,Katsina,368.61,NOAA-Mauna-Loa,
2001,11,North-West,Katsina,369.94,NOAA-Mauna-Loa,
2001,12,North-West,Katsina,371.42,NOAA-Mauna-Loa,
2014,1,North-West,Katsina,371.42,interpolated,
2014,2,North-West,Katsina,371.42,interpolated,
2014,3,North-West,Katsina,371.42,interpolated,
2014,4,North-West,Katsina,371.42,interpolated,
2014,5,North-West,Katsina,371.42,interpolated,
2014,6,North-West,Katsina,371.42,interpolated,
2014,7,North-West,Katsina,371.42,interpolated,
2014,8,North-West,Katsina,371.42,interpolated,
2014,9,North-West,Katsina,371.42,interpolated,
2014,10,North-West,Katsina,371.42,interpolated,
2014,11,North-West,Katsina,371.42,interpolated,
2014,12,North-West,Katsina,371.42,interpolated,
2015,1,North-West,Katsina,371.42,interpolated,
2015,2,North-West,Katsina,371.42,interpolated,
2015,3,North-West,Katsina,371.42,interpolated,
2015,4,North-West,Katsina,371.42,interpolated,
2015,5,North-West,Katsina,371.42,interpolated,
2015,6,North-West,Katsina,371.42,interpolated,
2015,7,North-West,Katsina,371.42,interpolated,
2015,8,North-West,Katsina,371.42,interpolated,
2015,9,North-West,Katsina,371.42,interpolated,
2015,10,North-West,Katsina,371.42,interpolated,
2015,11,North-West,Katsina,371.42,interpolated,
2015,12,North-West,Katsina,371.42,interpolated,
2016,1,North-West,Katsina,371.42,interpolated,
2016,2,North-West,Katsina,371.42,interpolated,
2016,3,North-West,Katsina,371.42,interpolated,
2016,4,North-West,Katsina,371.42,interpolated,
2016,5,North-West,Katsina,371.42,interpolated,
2016,6,North-West,Katsina,371.42,interpolated,
2016,7,North-West,Katsina,371.42,interpolated,
2016,8,North-West,Katsina,371.42,interpolated,
2016,9,North-West,Katsina,371.42,interpolated,
2016,10,North-West,Katsina,371.42,interpolated,
2016,11,North-West,Katsina,371.42,interpolated,
2016,12,North-West,Katsina,371.42,interpolated,
2017,1,North-West,Katsina,371.42,interpolated,
2017,2,North-West,Katsina,371.42,interpolated,
2017,3,North-West,Katsina,371.42,interpolated,
2017,4,North-West,Katsina,371.42,interpolated,
2017,5,North-West,Katsina,371.42,interpolated,
2017,6,North-West,Katsina,371.42,interpolated,
2017,7,North-West,Katsina,371.42,interpolated,
2017,8,North-West,Katsina,371.42,interpolated,
2017,9,North-West,Katsina,371.42,interpolated,
2017,10,North-West,Katsina,371.42,interpolated,
2017,11,North-West,Katsina,371.42,interpolated,
2017,12,North-West,Katsina,371.42,interpolated,
2018,1,North-West,Katsina,371.42,interpolated,
2018,2,North-West,Katsina,371.42,interpolated,
2018,3,North-West,Katsina,371.42,interpolated,
2018,4,North-West,Katsina,371.42,interpolated,
2018,5,North-West,Katsina,371.42,interpolated,
2018,6,North-West,Katsina,371.42,interpolated,
2018,7,North-West,Katsina,371.42,interpolated,
2018,8,North-West,Katsina,371.42,interpolated,
2018,9,North-West,Katsina,371.42,interpolated,
2018,10,North-West,Katsina,371.42,interpolated,
2018,11,North-West,Katsina,371.42,interpolated,
2018,12,North-West,Katsina,371.42,interpolated,
2019,1,North-West,Katsina,371.42,interpolated,
2019,2,North-West,Katsina,371.42,interpolated,
2019,3,North-West,Katsina,371.42,interpolated,
2019,4,North-West,Katsina,371.42,interpolated,
2019,5,North-West,Katsina,371.42,interpolated,
2019,6,North-West,Katsina,371.42,interpolated,
2019,7,North-West,Katsina,371.42,interpolated,
2019,8,North-West,Katsina,371.42,interpolated,
2019,9,North-West,Katsina,371.42,interpolated,
2019,10,North-West,Katsina,371.42,interpolated,
2019,11,North-West,Katsina,371.42,interpolated,
2019,12,North-West,Katsina,371.42,interpolated,
2020,1,North-West,Katsina,371.42,interpolated,
2020,2,North-West,Katsina,371.42,interpolated,
2020,3,North-West,Katsina,371.42,interpolated,
2020,4,North-West,Katsina,371.42,interpolated,
2020,5,North-West,Katsina,371.42,interpolated,
2020,6,North-West,Katsina,371.42,interpolated,
2020,7,North-West,Katsina,371.42,interpolated,
2020,8,North-West,Katsina,371.42,interpolated,
2020,9,North-West,Katsina,371.42,interpolated,
2020,10,North-West,Katsina,371.42,interpolated,
2020,11,North-West,Katsina,371.42,interpolated,
2020,12,North-West,Katsina,371.42,interpolated,
2021,1,North-West,Katsina,371.42,interpolated,
2021,2,North-West,Katsina,371.42,interpolated,
2021,3,North-West,Katsina,371.42,interpolated,
2021,4,North-West,Katsina,371.42,interpolated,
2021,5,North-West,Katsina,371.42,interpolated,
2021,6,North-West,Katsina,371.42,interpolated,
2021,7,North-West,Katsina,371.42,interpolated,
2021,8,North-West,Katsina,371.42,interpolated,
2021,9,North-West,Katsina,371.42,interpolated,
2021,10,North-West,Katsina,371.42,interpolated,
2021,11,North-West,Katsina,371.42,interpolated,
2021,12,North-West,Katsina,371.42,interpolated,
2022,1,North-West,Katsina,371.42,interpolated,
2022,2,North-West,Katsina,371.42,interpolated,
2022,3,North-West,Katsina,371.42,interpolated,
2022,4,North-West,Katsina,371.42,interpolated,
2022,5,North-West,Katsina,371.42,interpolated,
2022,6,North-West,Katsina,371.42,interpolated,
2022,7,North-West,Katsina,371.42,interpolated,
2022,8,North-West,Katsina,371.42,interpolated,
2022,9,North-West,Katsina,371.42,interpolated,
2022,10,North-West,Katsina,371.42,interpolated,
2022,11,North-West,Katsina,371.42,interpolated,
2022,12,North-West,Katsina,371.42,interpolated,
2023,1,North-West,Katsina,371.42,interpolated,
2023,2,North-West,Katsina,371.42,interpolated,
2023,3,North-West,Katsina,371.42,interpolated,
2023,4,North-West,Katsina,371.42,interpolated,
2023,5,North-West,Katsina,371.42,interpolated,
2023,6,North-West,Katsina,371.42,interpolated,
2023,7,North-West,Katsina,371.42,interpolated,
2023,8,North-West,Katsina,371.42,interpolated,
2023,9,North-West,Katsina,371.42,interpolated,
2023,10,North-West,Katsina,371.42,interpolated,
2023,11,North-West,Katsina,371.42,interpolated,
2023,12,North-West,Katsina,371.42,interpolated,
2000,1,North-West,Kebbi,369.45,NOAA-Mauna-Loa,
2000,2,North-West,Kebbi,369.71,NOAA-Mauna-Loa,
2000,3,North-West,Kebbi,370.75,NOAA-Mauna-Loa,
2000,4,North-West,Kebbi,371.98,NOAA-Mauna-Loa,
2000,5,North-West,Kebbi,371.74,NOAA-Mauna-Loa,
2000,6,North-West,Kebbi,371.87,NOAA-Mauna-Loa,
2000,7,North-West,Kebbi,370.02,NOAA-Mauna-Loa,
2000,8,North-West,Kebbi,368.27,NOAA-Mauna-Loa,
2000,9,North-West,Kebbi,367.15,NOAA-Mauna-Loa,
2000,10,North-West,Kebbi,367.18,NOAA-Mauna-Loa,
2000,11,North-West,Kebbi,368.53,NOAA-Mauna-Loa,
2000,12,North-West,Kebbi,369.83,NOAA-Mauna-Loa,
2001,1,North-West,Kebbi,370.76,NOAA-Mauna-Loa,
2001,2,North-West,Kebbi,371.69,NOAA-Mauna-Loa,
2001,3,North-West,Kebbi,372.63,NOAA-Mauna-Loa,
2001,4,North-West,Kebbi,373.55,NOAA-Mauna-Loa,
2001,5,North-West,Kebbi,374.03,NOAA-Mauna-Loa,
2001,6,North-West,Kebbi,373.4,NOAA-Mauna-Loa,
2001,7,North-West,Kebbi,371.68,NOAA-Mauna-Loa,
2001,8,North-West,Kebbi,369.78,NOAA-Mauna-Loa,
2001,9,North-West,Kebbi,368.34,NOAA-Mauna-Loa,
2001,10,North-West,Kebbi,368.61,NOAA-Mauna-Loa,
2001,11,North-West,Kebbi,369.94,NOAA-Mauna-Loa,
2001,12,North-West,Kebbi,371.42,NOAA-Mauna-Loa,
2014,1,North-West,Kebbi,371.42,interpolated,
2014,2,North-West,Kebbi,371.42,interpolated,
2014,3,North-West,Kebbi,371.42,interpolated,
2014,4,North-West,Kebbi,371.42,interpolated,
2014,5,North-West,Kebbi,371.42,interpolated,
2014,6,North-West,Kebbi,371.42,interpolated,
2014,7,North-West,Kebbi,371.42,interpolated,
2014,8,North-West,Kebbi,371.42,interpolated,
2014,9,North-West,Kebbi,371.42,interpolated,
2014,10,North-West,Kebbi,371.42,interpolated,
2014,11,North-West,Kebbi,371.42,interpolated,
2014,12,North-West,Kebbi,371.42,interpolated,
2015,1,North-West,Kebbi,371.42,interpolated,
2015,2,North-West,Kebbi,371.42,interpolated,
2015,3,North-West,Kebbi,371.42,interpolated,
2015,4,North-West,Kebbi,371.42,interpolated,
2015,5,North-West,Kebbi,371.42,interpolated,
2015,6,North-West,Kebbi,371.42,interpolated,
2015,7,North-West,Kebbi,371.42,interpolated,
2015,8,North-West,Kebbi,371.42,interpolated,
2015,9,North-West,Kebbi,371.42,interpolated,
2015,10,North-West,Kebbi,371.42,interpolated,
2015,11,North-West,Kebbi,371.42,interpolated,
2015,12,North-West,Kebbi,371.42,interpolated,
2016,1,North-West,Kebbi,371.42,interpolated,
2016,2,North-West,Kebbi,371.42,interpolated,
2016,3,North-West,Kebbi,371.42,interpolated,
2016,4,North-West,Kebbi,371.42,interpolated,
2016,5,North-West,Kebbi,371.42,interpolated,
2016,6,North-West,Kebbi,371.42,interpolated,
2016,7,North-West,Kebbi,371.42,interpolated,
2016,8,North-West,Kebbi,371.42,interpolated,
2016,9,North-West,Kebbi,371.42,interpolated,
2016,10,North-West,Kebbi,371.42,interpolated,
2016,11,North-West,Kebbi,371.42,interpolated,
2016,12,North-West,Kebbi,371.42,interpolated,
2017,1,North-West,Kebbi,371.42,interpolated,
2017,2,North-West,Kebbi,371.42,interpolated,
2017,3,North-West,Kebbi,371.42,interpolated,
2017,4,North-West,Kebbi,371.42,interpolated,
2017,5,North-West,Kebbi,371.42,interpolated,
2017,6,North-West,Kebbi,371.42,interpolated,
2017,7,North-West,Kebbi,371.42,interpolated,
2017,8,North-West,Kebbi,371.42,interpolated,
2017,9,North-West,Kebbi,371.42,interpolated,
2017,10,North-West,Kebbi,371.42,interpolated,
2017,11,North-West,Kebbi,371.42,interpolated,
2017,12,North-West,Kebbi,371.42,interpolated,
2018,1,North-West,Kebbi,371.42,interpolated,
2018,2,North-West,Kebbi,371.42,interpolated,
2018,3,North-West,Kebbi,371.42,interpolated,
2018,4,North-West,Kebbi,371.42,interpolated,
2018,5,North-West,Kebbi,371.42,interpolated,
2018,6,North-West,Kebbi,371.42,interpolated,
2018,7,North-West,Kebbi,371.42,interpolated,
2018,8,North-West,Kebbi,371.42,interpolated,
2018,9,North-West,Kebbi,371.42,interpolated,
2018,10,North-West,Kebbi,371.42,interpolated,
2018,11,North-West,Kebbi,371.42,interpolated,
2018,12,North-West,Kebbi,371.42,interpolated,
2019,1,North-West,Kebbi,371.42,interpolated,
2019,2,North-West,Kebbi,371.42,interpolated,
2019,3,North-West,Kebbi,371.42,interpolated,
2019,4,North-West,Kebbi,371.42,interpolated,
2019,5,North-West,Kebbi,371.42,interpolated,
2019,6,North-West,Kebbi,371.42,interpolated,
2019,7,North-West,Kebbi,371.42,interpolated,
2019,8,North-West,Kebbi,371.42,interpolated,
2019,9,North-West,Kebbi,371.42,interpolated,
2019,10,North-West,Kebbi,371.42,interpolated,
2019,11,North-West,Kebbi,371.42,interpolated,
2019,12,North-West,Kebbi,371.42,interpolated,
2020,1,North-West,Kebbi,371.42,interpolated,
2020,2,North-West,Kebbi,371.42,interpolated,
2020,3,North-West,Kebbi,371.42,interpolated,
2020,4,North-West,Kebbi,371.42,interpolated,
2020,5,North-West,Kebbi,371.42,interpolated,
2020,6,North-West,Kebbi,371.42,interpolated,
2020,7,North-West,Kebbi,371.42,interpolated,
2020,8,North-West,Kebbi,371.42,interpolated,
2020,9,North-West,Kebbi,371.42,interpolated,
2020,10,North-West,Kebbi,371.42,interpolated,
2020,11,North-West,Kebbi,371.42,interpolated,
2020,12,North-West,Kebbi,371.42,interpolated,
2021,1,North-West,Kebbi,371.42,interpolated,
2021,2,North-West,Kebbi,371.42,interpolated,
2021,3,North-West,Kebbi,371.42,interpolated,
2021,4,North-West,Kebbi,371.42,interpolated,
2021,5,North-West,Kebbi,371.42,interpolated,
2021,6,North-West,Kebbi,371.42,interpolated,
2021,7,North-West,Kebbi,371.42,interpolated,
2021,8,North-West,Kebbi,371.42,interpolated,
2021,9,North-West,Kebbi,371.42,interpolated,
2021,10,North-West,Kebbi,371.42,interpolated,
2021,11,North-West,Kebbi,371.42,interpolated,
2021,12,North-West,Kebbi,371.42,interpolated,
2022,1,North-West,Kebbi,371.42,interpolated,
2022,2,North-West,Kebbi,371.42,interpolated,
2022,3,North-West,Kebbi,371.42,interpolated,
2022,4,North-West,Kebbi,371.42,interpolated,
2022,5,North-West,Kebbi,371.42,interpolated,
2022,6,North-West,Kebbi,371.42,interpolated,
2022,7,North-West,Kebbi,371.42,interpolated,
2022,8,North-West,Kebbi,371.42,interpolated,
2022,9,North-West,Kebbi,371.42,interpolated,
2022,10,North-West,Kebbi,371.42,interpolated,
2022,11,North-West,Kebbi,371.42,interpolated,
2022,12,North-West,Kebbi,371.42,interpolated,
2023,1,North-West,Kebbi,371.42,interpolated,
2023,2,North-West,Kebbi,371.42,interpolated,
2023,3,North-West,Kebbi,371.42,interpolated,
2023,4,North-West,Kebbi,371.42,interpolated,
2023,5,North-West,Kebbi,371.42,interpolated,
2023,6,North-West,Kebbi,371.42,interpolated,
2023,7,North-West,Kebbi,371.42,interpolated,
2023,8,North-West,Kebbi,371.42,interpolated,
2023,9,North-West,Kebbi,371.42,interpolated,
2023,10,North-West,Kebbi,371.42,interpolated,
2023,11,North-West,Kebbi,371.42,interpolated,
2023,12,North-West,Kebbi,371.42,interpolated,
2000,1,North-Central,Kogi,369.45,NOAA-Mauna-Loa,
2000,2,North-Central,Kogi,369.71,NOAA-Mauna-Loa,
2000,3,North-Central,Kogi,370.75,NOAA-Mauna-Loa,
2000,4,North-Central,Kogi,371.98,NOAA-Mauna-Loa,
2000,5,North-Central,Kogi,371.74,NOAA-Mauna-Loa,
2000,6,North-Central,Kogi,371.87,NOAA-Mauna-Loa,
2000,7,North-Central,Kogi,370.02,NOAA-Mauna-Loa,
2000,8,North-Central,Kogi,368.27,NOAA-Mauna-Loa,
2000,9,North-Central,Kogi,367.15,NOAA-Mauna-Loa,
2000,10,North-Central,Kogi,367.18,NOAA-Mauna-Loa,
2000,11,North-Central,Kogi,368.53,NOAA-Mauna-Loa,
2000,12,North-Central,Kogi,369.83,NOAA-Mauna-Loa,
2001,1,North-Central,Kogi,370.76,NOAA-Mauna-Loa,
2001,2,North-Central,Kogi,371.69,NOAA-Mauna-Loa,
2001,3,North-Central,Kogi,372.63,NOAA-Mauna-Loa,
2001,4,North-Central,Kogi,373.55,NOAA-Mauna-Loa,
2001,5,North-Central,Kogi,374.03,NOAA-Mauna-Loa,
2001,6,North-Central,Kogi,373.4,NOAA-Mauna-Loa,
2001,7,North-Central,Kogi,371.68,NOAA-Mauna-Loa,
2001,8,North-Central,Kogi,369.78,NOAA-Mauna-Loa,
2001,9,North-Central,Kogi,368.34,NOAA-Mauna-Loa,
2001,10,North-Central,Kogi,368.61,NOAA-Mauna-Loa,
2001,11,North-Central,Kogi,369.94,NOAA-Mauna-Loa,
2001,12,North-Central,Kogi,371.42,NOAA-Mauna-Loa,
2014,1,North-Central,Kogi,371.42,interpolated,
2014,2,North-Central,Kogi,371.42,interpolated,
2014,3,North-Central,Kogi,371.42,interpolated,
2014,4,North-Central,Kogi,371.42,interpolated,
2014,5,North-Central,Kogi,371.42,interpolated,
2014,6,North-Central,Kogi,371.42,interpolated,
2014,7,North-Central,Kogi,371.42,interpolated,
2014,8,North-Central,Kogi,371.42,interpolated,
2014,9,North-Central,Kogi,371.42,interpolated,
2014,10,North-Central,Kogi,371.42,interpolated,
2014,11,North-Central,Kogi,371.42,interpolated,
2014,12,North-Central,Kogi,371.42,interpolated,
2015,1,North-Central,Kogi,371.42,interpolated,
2015,2,North-Central,Kogi,371.42,interpolated,
2015,3,North-Central,Kogi,371.42,interpolated,
2015,4,North-Central,Kogi,371.42,interpolated,
2015,5,North-Central,Kogi,371.42,interpolated,
2015,6,North-Central,Kogi,371.42,interpolated,
2015,7,North-Central,Kogi,371.42,interpolated,
2015,8,North-Central,Kogi,371.42,interpolated,
2015,9,North-Central,Kogi,371.42,interpolated,
2015,10,North-Central,Kogi,371.42,interpolated,
2015,11,North-Central,Kogi,371.42,interpolated,
2015,12,North-Central,Kogi,371.42,interpolated,
2016,1,North-Central,Kogi,371.42,interpolated,
2016,2,North-Central,Kogi,371.42,interpolated,
2016,3,North-Central,Kogi,371.42,interpolated,
2016,4,North-Central,Kogi,371.42,interpolated,
2016,5,North-Central,Kogi,371.42,interpolated,
2016,6,North-Central,Kogi,371.42,interpolated,
2016,7,North-Central,Kogi,371.42,interpolated,
2016,8,North-Central,Kogi,371.42,interpolated,
2016,9,North-Central,Kogi,371.42,interpolated,
2016,10,North-Central,Kogi,371.42,interpolated,
2016,11,North-Central,Kogi,371.42,interpolated,
2016,12,North-Central,Kogi,371.42,interpolated,
2017,1,North-Central,Kogi,371.42,interpolated,
2017,2,North-Central,Kogi,371.42,interpolated,
2017,3,North-Central,Kogi,371.42,interpolated,
2017,4,North-Central,Kogi,371.42,interpolated,
2017,5,North-Central,Kogi,371.42,interpolated,
2017,6,North-Central,Kogi,371.42,interpolated,
2017,7,North-Central,Kogi,371.42,interpolated,
2017,8,North-Central,Kogi,371.42,interpolated,
2017,9,North-Central,Kogi,371.42,interpolated,
2017,10,North-Central,Kogi,371.42,interpolated,
2017,11,North-Central,Kogi,371.42,interpolated,
2017,12,North-Central,Kogi,371.42,interpolated,
2018,1,North-Central,Kogi,371.42,interpolated,
2018,2,North-Central,Kogi,371.42,interpolated,
2018,3,North-Central,Kogi,371.42,interpolated,
2018,4,North-Central,Kogi,371.42,interpolated,
2018,5,North-Central,Kogi,371.42,interpolated,
2018,6,North-Central,Kogi,371.42,interpolated,
2018,7,North-Central,Kogi,371.42,interpolated,
2018,8,North-Central,Kogi,371.42,interpolated,
2018,9,North-Central,Kogi,371.42,interpolated,
2018,10,North-Central,Kogi,371.42,interpolated,
2018,11,North-Central,Kogi,371.42,interpolated,
2018,12,North-Central,Kogi,371.42,interpolated,
2019,1,North-Central,Kogi,371.42,interpolated,
2019,2,North-Central,Kogi,371.42,interpolated,
2019,3,North-Central,Kogi,371.42,interpolated,
2019,4,North-Central,Kogi,371.42,interpolated,
2019,5,North-Central,Kogi,371.42,interpolated,
2019,6,North-Central,Kogi,371.42,interpolated,
2019,7,North-Central,Kogi,371.42,interpolated,
2019,8,North-Central,Kogi,371.42,interpolated,
2019,9,North-Central,Kogi,371.42,interpolated,
2019,10,North-Central,Kogi,371.42,interpolated,
2019,11,North-Central,Kogi,371.42,interpolated,
2019,12,North-Central,Kogi,371.42,interpolated,
2020,1,North-Central,Kogi,371.42,interpolated,
2020,2,North-Central,Kogi,371.42,interpolated,
2020,3,North-Central,Kogi,371.42,interpolated,
2020,4,North-Central,Kogi,371.42,interpolated,
2020,5,North-Central,Kogi,371.42,interpolated,
2020,6,North-Central,Kogi,371.42,interpolated,
2020,7,North-Central,Kogi,371.42,interpolated,
2020,8,North-Central,Kogi,371.42,interpolated,
2020,9,North-Central,Kogi,371.42,interpolated,
2020,10,North-Central,Kogi,371.42,interpolated,
2020,11,North-Central,Kogi,371.42,interpolated,
2020,12,North-Central,Kogi,371.42,interpolated,
2021,1,North-Central,Kogi,371.42,interpolated,
2021,2,North-Central,Kogi,371.42,interpolated,
2021,3,North-Central,Kogi,371.42,interpolated,
2021,4,North-Central,Kogi,371.42,interpolated,
2021,5,North-Central,Kogi,371.42,interpolated,
2021,6,North-Central,Kogi,371.42,interpolated,
2021,7,North-Central,Kogi,371.42,interpolated,
2021,8,North-Central,Kogi,371.42,interpolated,
2021,9,North-Central,Kogi,371.42,interpolated,
2021,10,North-Central,Kogi,371.42,interpolated,
2021,11,North-Central,Kogi,371.42,interpolated,
2021,12,North-Central,Kogi,371.42,interpolated,
2022,1,North-Central,Kogi,371.42,interpolated,
2022,2,North-Central,Kogi,371.42,interpolated,
2022,3,North-Central,Kogi,371.42,interpolated,
2022,4,North-Central,Kogi,371.42,interpolated,
2022,5,North-Central,Kogi,371.42,interpolated,
2022,6,North-Central,Kogi,371.42,interpolated,
2022,7,North-Central,Kogi,371.42,interpolated,
2022,8,North-Central,Kogi,371.42,interpolated,
2022,9,North-Central,Kogi,371.42,interpolated,
2022,10,North-Central,Kogi,371.42,interpolated,
2022,11,North-Central,Kogi,371.42,interpolated,
2022,12,North-Central,Kogi,371.42,interpolated,
2023,1,North-Central,Kogi,371.42,interpolated,
2023,2,North-Central,Kogi,371.42,interpolated,
2023,3,North-Central,Kogi,371.42,interpolated,
2023,4,North-Central,Kogi,371.42,interpolated,
2023,5,North-Central,Kogi,371.42,interpolated,
2023,6,North-Central,Kogi,371.42,interpolated,
2023,7,North-Central,Kogi,371.42,interpolated,
2023,8,North-Central,Kogi,371.42,interpolated,
2023,9,North-Central,Kogi,371.42,interpolated,
2023,10,North-Central,Kogi,371.42,interpolated,
2023,11,North-Central,Kogi,371.42,interpolated,
2023,12,North-Central,Kogi,371.42,interpolated,
2000,1,North-Central,Kwara,369.45,NOAA-Mauna-Loa,
2000,2,North-Central,Kwara,369.71,NOAA-Mauna-Loa,
2000,3,North-Central,Kwara,370.75,NOAA-Mauna-Loa,
2000,4,North-Central,Kwara,371.98,NOAA-Mauna-Loa,
2000,5,North-Central,Kwara,371.74,NOAA-Mauna-Loa,
2000,6,North-Central,Kwara,371.87,NOAA-Mauna-Loa,
2000,7,North-Central,Kwara,370.02,NOAA-Mauna-Loa,
2000,8,North-Central,Kwara,368.27,NOAA-Mauna-Loa,
2000,9,North-Central,Kwara,367.15,NOAA-Mauna-Loa,
2000,10,North-Central,Kwara,367.18,NOAA-Mauna-Loa,
2000,11,North-Central,Kwara,368.53,NOAA-Mauna-Loa,
2000,12,North-Central,Kwara,369.83,NOAA-Mauna-Loa,
2001,1,North-Central,Kwara,370.76,NOAA-Mauna-Loa,
2001,2,North-Central,Kwara,371.69,NOAA-Mauna-Loa,
2001,3,North-Central,Kwara,372.63,NOAA-Mauna-Loa,
2001,4,North-Central,Kwara,373.55,NOAA-Mauna-Loa,
2001,5,North-Central,Kwara,374.03,NOAA-Mauna-Loa,
2001,6,North-Central,Kwara,373.4,NOAA-Mauna-Loa,
2001,7,North-Central,Kwara,371.68,NOAA-Mauna-Loa,
2001,8,North-Central,Kwara,369.78,NOAA-Mauna-Loa,
2001,9,North-Central,Kwara,368.34,NOAA-Mauna-Loa,
2001,10,North-Central,Kwara,368.61,NOAA-Mauna-Loa,
2001,11,North-Central,Kwara,369.94,NOAA-Mauna-Loa,
2001,12,North-Central,Kwara,371.42,NOAA-Mauna-Loa,
2014,1,North-Central,Kwara,371.42,interpolated,
2014,2,North-Central,Kwara,371.42,interpolated,
2014,3,North-Central,Kwara,371.42,interpolated,
2014,4,North-Central,Kwara,371.42,interpolated,
2014,5,North-Central,Kwara,371.42,interpolated,
2014,6,North-Central,Kwara,371.42,interpolated,
2014,7,North-Central,Kwara,371.42,interpolated,
2014,8,North-Central,Kwara,371.42,interpolated,
2014,9,North-Central,Kwara,371.42,interpolated,
2014,10,North-Central,Kwara,371.42,interpolated,
2014,11,North-Central,Kwara,371.42,interpolated,
2014,12,North-Central,Kwara,371.42,interpolated,
2015,1,North-Central,Kwara,371.42,interpolated,
2015,2,North-Central,Kwara,371.42,interpolated,
2015,3,North-Central,Kwara,371.42,interpolated,
2015,4,North-Central,Kwara,371.42,interpolated,
2015,5,North-Central,Kwara,371.42,interpolated,
2015,6,North-Central,Kwara,371.42,interpolated,
2015,7,North-Central,Kwara,371.42,interpolated,
2015,8,North-Central,Kwara,371.42,interpolated,
2015,9,North-Central,Kwara,371.42,interpolated,
2015,10,North-Central,Kwara,371.42,interpolated,
