zone,year,month,soil_moisture_m3m3
South South,2023,6,0.32184983050847454
South South,2023,7,0.32770409756097557
South South,2023,8,0.3236615
South South,2023,9,0.3322845897435897
South South,2023,10,0.3184253442622951
South South,2023,11,0.30589344444444444
South South,2023,12,0.2642481393442623
South West,2000,1,0.22257742424242424
South West,2000,2,0.2132096875
South West,2000,3,0.22932378571428572
South West,2000,4,0.26337676923076925
South West,2000,5,0.2798608157894737
South West,2000,6,0.3004986875
South West,2000,7,0.29438853333333337
South West,2000,8,0.3103682777777778
South West,2000,9,0.319053625
South West,2000,10,0.31048029166666663
South West,2000,11,0.2635560769230769
South West,2000,12,0.23450034375
South West,2001,1,0.2086057391304348
South West,2001,2,0.2072464642857143
South West,2001,3,0.21806475
South West,2001,4,0.2516708125
South West,2001,5,0.28591319354838707
South West,2001,6,0.30688476000000003
South West,2001,7,0.30252793333333333
South West,2001,8,0.3016698260869565
South West,2001,9,0.3133548666666667
South West,2001,10,0.3167835333333333
South West,2001,11,0.2668477826086956
South West,2001,12,0.2438884054054054
South West,2002,1,0.21992103225806453
South West,2002,2,0.20099923333333333
South West,2002,3,0.24114978787878788
South West,2002,4,0.26253966666666667
South West,2002,5,0.2845796585365854
South West,2002,6,0.3055146976744186
South West,2002,7,0.3163152363636364
South West,2002,8,0.3079555531914894
South West,2002,9,0.302909488372093
South West,2002,10,0.31383656862745096
South West,2002,11,0.28678488888888887
South West,2002,12,0.2471569811320755
South West,2003,1,0.24532947272727273
South West,2003,2,0.24480228846153845
South West,2003,3,0.24590984615384615
South West,2003,4,0.28810030000000003
South West,2003,5,0.29263539215686274
South West,2003,6,0.3157304680851064
South West,2003,7,0.3150105
South West,2003,8,0.31320984615384617
South West,2003,9,0.31522060526315787
South West,2003,10,0.3159427948717949
South West,2003,11,0.30389629411764707
South West,2003,12,0.26635937209302324
South West,2004,1,0.25725468
South West,2004,2,0.2353564680851064
South West,2004,3,0.24609833333333334
South West,2004,4,0.280688568627451
South West,2004,5,0.2980313653846154
South West,2004,6,0.30864216
South West,2004,7,0.3154948372093023
South West,2004,8,0.311895947368421
South West,2004,9,0.31357471794871794
South West,2004,10,0.31407985714285713
South West,2004,11,0.285464775
South West,2004,12,0.27501455555555554
South West,2005,1,0.23603716
South West,2005,2,0.23134344444444446
South West,2005,3,0.2648905660377358
South West,2005,4,0.2814816304347826
South West,2005,5,0.29889282
South West,2005,6,0.31448124390243903
South West,2005,7,0.31434053488372093
South West,2005,8,0.3074985813953488
South West,2005,9,0.32100076744186046
South West,2005,10,0.303871347826087
South West,2005,11,0.28901699999999997
South West,2005,12,0.2706443653846154
South West,2006,1,0.2515741818181818
South West,2006,2,0.24340687234042552
South West,2006,3,0.2538433653846154
South West,2006,4,0.26787448
South West,2006,5,0.29775466666666667
South West,2006,6,0.30448026666666667
South West,2006,7,0.31407883333333336
South West,2006,8,0.3131165
South West,2006,9,0.31751014285714285
South West,2006,10,0.3098609574468085
South West,2006,11,0.28417884615384614
South West,2006,12,0.26211983673469386
South West,2007,1,0.20707809523809523
South West,2007,2,0.21811797435897434
South West,2007,3,0.2405545632183908
South West,2007,4,0.2755812763157895
South West,2007,5,0.2988091818181818
South West,2007,6,0.3111647
South West,2007,7,0.3140859024390244
South West,2007,8,0.3096344117647059
South West,2007,9,0.3215717974683544
South West,2007,10,0.31524399999999997
South West,2007,11,0.29702385542168674
South West,2007,12,0.2626101379310345
South West,2008,1,0.22514761904761907
South West,2008,2,0.21520466666666668
South West,2008,3,0.2587403536585366
South West,2008,4,0.2700895
South West,2008,5,0.2900549880952381
South West,2008,6,0.30535515384615386
South West,2008,7,0.3115980352941176
South West,2008,8,0.31029754022988504
South West,2008,9,0.3145611111111111
South West,2008,10,0.3105149642857143
South West,2008,11,0.2667821294117647
South West,2008,12,0.241452
South West,2009,1,0.21793231395348836
South West,2009,2,0.23151964935064936
South West,2009,3,0.2438819882352941
South West,2009,4,0.2802463076923077
South West,2009,5,0.29447476388888894
South West,2009,6,0.3038811641791045
South West,2009,7,0.3100951111111111
South West,2009,8,0.295369115942029
South West,2009,9,0.30836642028985506
South West,2009,10,0.309103375
South West,2009,11,0.27758285714285713
South West,2009,12,0.22480086153846154
South West,2010,1,0.19563646969696968
South West,2010,2,0.20707536666666665
South West,2010,3,0.24003757142857143
South West,2010,4,0.26445028813559324
South West,2010,5,0.2993643492063492
South West,2010,6,0.2994674918032787
South West,2010,7,0.3074033823529412
South West,2010,8,0.30848089393939393
South West,2010,9,0.3184800508474576
South West,2010,10,0.3180198709677419
South West,2010,11,0.3021619032258065
South West,2010,12,0.24093470769230768
South West,2011,1,0.19574213793103448
South West,2011,2,0.2349192777777778
South West,2011,3,0.25696905000000003
South West,2011,4,0.2609023793103448
South West,2011,5,0.280084
South West,2011,6,0.29891657627118645
South West,2011,7,0.3095878983050847
South West,2011,8,0.29451893333333334
South West,2011,9,0.3082316206896552
South West,2011,10,0.3155396724137931
South West,2011,11,0.2643702456140351
South West,2011,12,0.19835326666666667
South West,2012,1,0.16257553333333333
South West,2012,2,0.19110178571428574
South West,2012,3,0.23440528813559322
South West,2012,4,0.26640450877192984
South West,2012,5,0.28709806896551726
South West,2012,6,0.3050086896551724
South West,2012,7,0.30492972727272727
South West,2012,8,0.2980863846153846
South West,2012,9,0.3053772840909091
South West,2012,10,0.3056594285714286
South West,2012,11,0.27577160227272723
South West,2012,12,0.23992634065934068
South West,2013,1,0.21388851111111112
South West,2013,2,0.2238442804878049
South West,2013,3,0.2611115888888889
South West,2013,4,0.2762800909090909
South West,2013,5,0.291366625
South West,2013,6,0.2936848
South West,2013,7,0.3077766774193548
South West,2013,8,0.2860289677419355
South West,2013,9,0.3011743111111111
South West,2013,10,0.3041408488372093
South West,2013,11,0.26895449411764705
South West,2013,12,0.23252499999999998
South West,2014,1,0.21699733333333332
South West,2014,2,0.21392645454545453
South West,2014,3,0.25773738202247193
South West,2014,4,0.27599544943820226
South West,2014,5,0.302436125
South West,2014,6,0.3079426777777778
South West,2014,7,0.312070797752809
South West,2014,8,0.30987960000000003
South West,2014,9,0.3128605421686747
South West,2014,10,0.3178864719101124
South West,2014,11,0.2922819024390244
South West,2014,12,0.23802036842105265
South West,2015,1,0.20412524324324324
South West,2015,2,0.2368217108433735
South West,2015,3,0.24569404347826088
South West,2015,4,0.26168985393258426
South West,2015,5,0.2735318064516129
South West,2015,6,0.2938650224719101
South West,2015,7,0.2873699347826087
South West,2015,8,0.2847120795454546
South West,2015,9,0.2982369166666667
South West,2015,10,0.29947788235294115
South West,2015,11,0.2657598513513514
South West,2015,12,0.1963813432835821
South West,2016,1,0.17841463235294117
South West,2016,2,0.1913356282051282
South West,2016,3,0.24625615217391306
South West,2016,4,0.2609299651162791
South West,2016,5,0.28295272527472526
South West,2016,6,0.29469563529411763
South West,2016,7,0.2903441511627907
South West,2016,8,0.2888028409090909
South West,2016,9,0.3090855
South West,2016,10,0.3021415833333333
South West,2016,11,0.2622866623376623
South West,2016,12,0.21832558108108105
South West,2017,1,0.19552706756756758
South West,2017,2,0.21011555999999998
South West,2017,3,0.22921474418604654
South West,2017,4,0.26398389156626506
South West,2017,5,0.28804215476190476
South West,2017,6,0.30216776829268294
South West,2017,7,0.30124454545454543
South West,2017,8,0.29974423255813953
South West,2017,9,0.3021626756756757
South West,2017,10,0.2893036547619048
South West,2017,11,0.250350302631579
South West,2017,12,0.20530815714285713
South West,2018,1,0.17805527142857144
South West,2018,2,0.20525796103896102
South West,2018,3,0.2454512247191011
South West,2018,4,0.2603550561797753
South West,2018,5,0.28331782352941176
South West,2018,6,0.2947207108433735
South West,2018,7,0.3039739523809524
South West,2018,8,0.2938164736842105
South West,2018,9,0.3096405394736842
South West,2018,10,0.3076599625
South West,2018,11,0.2691360422535211
South West,2018,12,0.20351651515151517
South West,2019,1,0.2001121891891892
South West,2019,2,0.21303914492753623
South West,2019,3,0.2521963095238095
South West,2019,4,0.2686738705882353
South West,2019,5,0.28183535555555556
South West,2019,6,0.30292980722891566
South West,2019,7,0.30257448051948055
South West,2019,8,0.2927903815789474
South West,2019,9,0.3110877435897436
South West,2019,10,0.3187226351351351
South West,2019,11,0.2884601549295775
South West,2019,12,0.22267133333333333
South West,2020,1,0.19785247368421052
South West,2020,2,0.19862930379746835
South West,2020,3,0.242698376344086
South West,2020,4,0.2609207011494253
South West,2020,5,0.28370776666666664
South West,2020,6,0.2969727272727273
South West,2020,7,0.29801102247191014
South West,2020,8,0.2649228488372093
South West,2020,9,0.3061468111111111
South West,2020,10,0.30495875
South West,2020,11,0.2529898505747127
South West,2020,12,0.22448387356321842
South West,2021,1,0.20009665116279068
South West,2021,2,0.20420908860759496
South West,2021,3,0.23427243333333334
South West,2021,4,0.25192776470588235
South West,2021,5,0.27268042696629213
South West,2021,6,0.29610329885057474
South West,2021,7,0.2956012307692308
South West,2021,8,0.30594390109890107
South West,2021,9,0.3129844069767442
South West,2021,10,0.30383146590909094
South West,2021,11,0.27971524999999997
South West,2021,12,0.22754239285714287
South West,2022,1,0.19852691463414635
South West,2022,2,0.1953601038961039
South West,2022,3,0.23738311235955056
South West,2022,4,0.2681063902439024
South West,2022,5,0.2853215
South West,2022,6,0.3012922643678161
South West,2022,7,0.2975104719101124
South West,2022,8,0.2978106555555556
South West,2022,9,0.31217701123595504
South West,2022,10,0.31061675
South West,2022,11,0.2656373411764706
South West,2022,12,0.21588025925925927
South West,2023,1,0.1912442564102564
South West,2023,2,0.19904156164383563
South West,2023,3,0.25555881318681317
South West,2023,4,0.2668045111111111
South West,2023,5,0.2865312988505747
South West,2023,6,0.3101597701149425
South West,2023,7,0.31048447777777777
South West,2023,8,0.30673517582417587
South West,2023,9,0.31796980459770113
South West,2023,10,0.317859902173913
South West,2023,11,0.29036775280898874
South West,2023,12,0.23237759756097562
